Country Name,Country Code,Access to clean fuels and technologies for cooking (% of population),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adequacy of social insurance programs (% of total welfare of beneficiary households),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adjusted net national income per capita (current US$),Adjusted savings: education expenditure (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Adolescents out of school (% of lower secondary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),"Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)",Children out of school (% of primary school age),"Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male","Community health workers (per 1,000 people)",Compensation of employees (% of expense),Compensation of employees (current LCU),"Compulsory education, duration (years)",Control of Corruption: Estimate,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)",Multidimensional poverty headcount ratio (World Bank) (% of population),Multilateral debt service (% of public and publicly guaranteed debt service),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Proportion of people living below 50 percent of median income (%),"School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Terms of trade adjustment (constant LCU),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Composite Index,Rank
Jordan,JOR,-3563424849.8572655,-3563424850.3301826,-3563424849.8822656,-3563424850.078099,-3563424851.128099,-3563424849.890599,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839418388.99539,3653782236.8996944,-3563424915.0737243,7037910439.283467,7037910439.043979,7037910439.510788,65.48263968291667,5.458064257416666,60.02457542541668,-3563424920.1791406,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,31820751376.729824,31820751376.656845,31820751376.799496,31820812927.076084,31820781211.78442,31820783085.326084,33968147167.149223,1105184985.7471993,3492020356.183048,10.0,-2879550210.5316834,2839415542.2492733,2839415775.519093,-3563424944.445041,-3563424940.583185,-3563424941.1490383,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424907.7505784,-3563424850.863787,-3563424851.714379,-3563424880.932121,-2879550211.021097,24130415469.000496,7154729322.57531,6374922449.298042,9489711342.254435,1774170233.9992192,22143202162.532925,624846228706.2396,7508025420.350841,5150089740.478618,4903608270.691173,5135914276.179225,-3687758642.342657,86.00316666666667,-3563424853.270558,-3563424864.3790793,-3563424862.746418,22863314617.534653,24892153482.812508,24892153489.537506,1.6477834271526555,65.0
Tunisia,TUN,-3563424851.4447656,-3563424852.3968487,-3563424850.7572656,-3563424850.465599,-3563424851.5614324,-3563424849.8739324,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839418100.1182485,4883080951.003861,-3563424938.4050574,9433856870.314997,11780614209.932703,11780614209.394688,48.009878014583315,10.51782996825,37.49204804541667,-3563424928.7003903,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,110949365.14470927,23530342078.61694,23530342079.117355,110975424.87261963,23530351819.108013,23530355229.983013,33968147167.149223,2942913802.3481135,1780966706932.684,1512037349.5450618,-2879550210.75563,2839415540.2056484,2839415727.8878636,-3563424943.4057174,-3563424939.0382957,-3563424940.157509,25352810712.96977,37798852193.61849,32103595560.854935,30162133452.379124,30162133457.766293,30162133455.03903,26418613512.208553,26418613547.674397,26418613548.219894,26418613547.952,8120556991.115447,-3563424901.397696,-3563424856.6113434,-3563424861.434754,-3563424874.371428,-2879550211.019419,24130415469.000496,7154729322.57531,6513789844.153595,31985423931.739414,-3563424944.2763286,22143202162.532925,439881619.2222435,7508025421.526675,14041302547.347595,14041302538.917635,14041302541.481802,8543222932.831616,67.06512499999998,-3563424869.2136483,-3563424879.3966727,-3563424876.7802525,22863314617.534653,24892153482.812508,24892153489.537506,1.3770221413759471,66.0
Indonesia,IDN,-3563424901.2676826,-3563424912.894766,-3563424888.073932,-3563424855.7364326,-3563424859.9905987,-3563424851.136432,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839417351.556248,20736655656.29553,-3563424903.897266,6268031532.392204,13817018873.554907,13817018875.405785,50.684770399583336,9.036110378708333,41.64866002000001,-3563424926.9520574,20635720827.92731,32255922497.50681,32255922467.409855,32255922467.58057,-620198374.8522612,24448959640.36302,24448959639.674942,-619619164.0559343,24449224740.0155,24449141379.432163,33968147167.149223,173869862.19198227,166370465536519.47,1512037349.5450618,-2879550211.295176,2839415537.4088116,2839415606.22971,-3563424944.088897,-3563424941.505512,-3563424942.4779477,30564415824.7726,30564415818.344967,30564415814.609085,23195344466.806858,23195344468.82001,23195344467.8056,19421903424.456448,19421903469.41914,19421903469.510616,19421903469.46379,8562324098.756939,-3563424924.3461437,-3563424863.963606,-3563424884.0164685,-3563424919.636221,-2879550211.5383034,29129284953.6548,7.358333333333333,15057012763.381577,15057012763.39483,-3211092783.21418,22143202162.532925,-17644078333333.332,7508025420.057007,7.995958333333333,3.909333333333332,10.618041666666667,5.360125000000001,50.651041666666664,-3563424911.0224414,-3563424901.4236865,-3563424905.062246,22863314617.534653,24892153482.812508,24892153489.537506,1.351818833247324,67.0
Senegal,SEN,-3563424913.996849,-3563424938.836432,-3563424885.5843487,-3563424893.403099,-3563424916.323932,-3563424864.198932,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839416504.8927846,3515238574.503861,-3563424867.2427654,9433856870.314997,11780614209.932703,11780614209.394688,85.88858966791666,5.9820801115,79.90650955791666,-3563424910.5420156,18414296858.022804,32255922497.50681,32255922467.409855,32255922467.58057,7933963571.883748,7933963570.463344,7933963573.267769,7934402613.951686,7934162296.160019,7934203868.451686,33968147167.149223,11120991413.58983,314808866401.88873,10.166666666666666,-2879550210.825538,2839415538.7023005,2839415581.0464954,-3563424945.1365647,-3563424944.1960444,-3563424944.546135,21207767574.284145,21207767567.21895,21207767568.44076,17302160156.294125,17302160158.26914,17302160157.280727,19944440949.267315,19944440971.379807,19944440977.218746,19944440974.16385,8120556991.115447,-3563424908.3648434,-3563424875.5777454,-3563424899.0505486,-3563424923.2266784,-2879550210.85054,16727510044.042109,7154729322.57531,2839415535.8782887,15015579776.628168,-1456533088.7578259,16450487673.082254,-68299500000.0,7508025420.347923,5150089740.478618,4903608270.691173,5135914276.179225,20457208917.247265,44.517625,-3563424926.1768303,-3563424913.109648,-3563424917.905472,22863314617.534653,19299889673.581554,19299889681.95239,1.3440160491965147,68.0
El Salvador,SLV,-3563424870.917682,-3563424894.4155993,-3563424856.8530993,-3563424856.719765,-3563424865.065599,-3563424851.948932,16554417740.55068,16554417739.215307,15960783173.307724,18216567501.18736,2839418036.552828,3408748030.324695,-3563424875.353932,32377850538.681534,32377850539.180283,32377850538.176723,61.23656636249999,11.101411654458332,50.13515470875,-3563424926.6007237,16626480400.442526,32255922497.50681,32255922467.409855,32255922467.58057,8862058014.252947,12928341250.26005,12928341249.689735,8648450301.955097,12805986176.538532,12805972596.89003,33968147167.149223,4351452911.926283,5799524320.173923,11.625,-2879550211.112091,2839415542.79911,2839415787.241181,-3563424942.6040382,-3563424940.1374774,-3563424941.157308,18114234559.280273,17377666332.56741,17845101209.328667,14355644660.204582,14355644662.666986,14355644661.32846,-3563424944.572304,-3563424853.046883,-3563424853.60745,-3563424853.322575,5252485997.904231,-3563424894.036937,-3563424859.343897,-3563424864.990923,-2750398410.421551,-2879550210.7068753,24130415469.000496,311188105.35974693,27803826540.07889,27803826540.09833,7508025420.964142,22143202162.532925,384707174.5312502,7508025422.61084,4941297908.297984,4941297907.462317,4941297909.033985,5.1838750000000005,66.86483333333334,-3563424895.5328727,-3563424884.1294994,-3563424888.849335,22863314617.534653,24892153482.812508,24892153489.537506,1.2122067187446246,69.0
Honduras,HND,-3563424905.184349,-3563424930.1030993,-3563424879.7551823,-3563424868.4364324,-3563424885.386432,-3563424851.9155993,19860660602.377865,19860660596.25679,19860660593.301987,18216567501.18736,2839417032.609031,3662540656.066361,-3563424858.5923486,12783104559.15953,12783104558.498987,12783104559.78974,67.01206783916668,5.677284294875,61.33478354541668,-3563424920.8012657,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,5762292793.981786,5762292793.0578,5762292794.8643875,5762455190.798782,5762366478.465449,5762381493.340449,33968147167.149223,27382563892.09847,43692144824.02739,10.625,-2879550211.4774857,2839415542.034319,2839415669.092428,-3563424940.510756,-3563424931.7484784,-3563424934.702847,25352810712.96977,25485332453.60962,25410192641.42048,18790748576.557213,18790748576.60974,18790748576.581524,17826181870.244713,17826181925.447968,17826181924.107582,17826181924.785458,16323936367.205671,-3563424885.5624866,-3563424858.439754,-3563424873.9230156,-3563424893.149244,-2879550211.0970974,24130415469.000496,12210801081.03438,33323185665.100204,14487319854.167421,16728692982.701965,22143202162.532925,-13348287483.333334,7508025422.733757,2065747788.0384338,5629172733.235741,5629172736.588242,828162611.7110277,52.84033333333332,-3563424903.121138,-3563424896.8539815,-3563424899.070862,22863314617.534653,24892153482.812508,24892153489.537506,1.0860575441267952,70.0
Tuvalu,TUV,-3563424901.846849,-3563424920.3822656,-3563424889.4822655,-3563424852.461432,-3563424853.840599,-3563424851.3614326,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,3896175210.5365634,17304734644.82691,-3563424912.8782654,12297950531.78351,11780614209.932703,11780614209.394688,63.40693925166667,9.351715197166667,54.055224053333326,-3563424923.3006406,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,8862058014.252947,12928341250.26005,12928341249.689735,8648450301.955097,12805986176.538532,12805972596.89003,33968147167.149223,2942913802.3481135,1780966706932.684,3737294803.6760144,-1684531540.1496646,2839415549.1700587,2839416010.5935636,-3523901237.0164833,-3523901234.8152995,-3523901235.701012,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424850.6218963,-3563424866.29681,-3563424937.694853,-1869623656.5816736,24130415469.000496,7154729322.57531,15586250302.51139,18016916273.52776,7317391794.169072,22143202162.532925,624846228706.2396,7508025421.40834,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,56.10099999999999,-3523901184.063026,-3523901182.1994905,-3523901183.0114126,22863314617.534653,24892153482.812508,24892153489.537506,0.9935035800924534,71.0
Belize,BLZ,-3563424866.2572656,-3563424876.082266,-3563424854.136432,-3563424860.153099,-3563424866.511432,-3563424852.5697656,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839419432.197939,2934871372.4013615,-3563424872.156599,-3505994700.8789687,-3505994700.4178586,-3505994701.3305373,62.47161706,6.862584617708335,55.609032442083326,-3563424923.1063485,8376992346.4536085,32255922497.50681,32255922467.409855,32255922467.58057,-3381660997.522913,23075606877.95869,23075606878.271885,-3381660360.962233,23075607089.99454,23075607165.41121,33968147167.149223,18800532713.932224,19024605078.303905,8.0,-2879550210.834902,2839415538.8316846,2839415754.445969,-3563424942.010533,-3563424938.882753,-3563424939.95633,25739356584.809963,25739356583.784958,25739356571.765934,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424917.9856896,-3563424855.3466835,-3563424863.292696,-2750398410.421551,-2879550210.50563,24130415469.000496,7154729322.57531,2839415535.800491,3021179482.4103885,-2735262337.829393,22143202162.532925,115995294.49895835,7508025425.041675,22660276656.455074,22660276657.670578,22660276657.952824,21841045604.003925,45.535666666666664,-3563424877.485674,-3563424881.761768,-3563424880.3532014,22863314617.534653,24892153482.812508,24892153489.537506,0.9591823459918668,72.0
Turks and Caicos Islands,TCA,-3563424884.36142,-3563424892.310584,-3563424875.511669,-3563424851.582266,-3563424860.9114323,-3563424849.832266,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,14927357369.907526,14935205556.24957,-3563424923.7959743,9433856870.314997,11780614209.932703,11780614209.394688,40.23161797833334,9.854524834791668,30.377093143750002,-3563424930.6293073,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,27175060821.53436,12928341250.26005,12928341249.689735,27175060907.33196,12805986176.538532,12805972596.89003,33968147167.149223,2942913802.3481135,1780966706932.684,13.0,-2596783879.354062,2580611835.775346,2608402107.9847126,-3523901237.0164833,-3523901234.8152995,-3523901235.701012,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-1896624403.364711,-1826940769.0984757,-2750398410.421551,-2755674909.0173078,24130415469.000496,7154729322.57531,15935247040.467855,23512132818.27948,7317391794.169072,22143202162.532925,624846228706.2396,7508025424.742319,5150089740.478618,4903608270.691173,5135914276.179225,39111675807.19865,90.36008333333332,-3523901184.063026,-3523901182.1994905,-3523901183.0114126,22863314617.534653,24892153482.812508,24892153489.537506,0.93895812711575,73.0
Puerto Rico,PRI,-3563424884.36142,-3563424892.310584,-3563424875.511669,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,3896175210.5365634,7847154950.50386,-3563424902.0476403,9433856870.314997,11780614209.932703,11780614209.394688,53.70871553458334,25.217143817500002,28.49157171875,-3563424935.570599,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,23771751674.822968,23771751674.425724,23771751675.2008,23771757271.228714,23771753895.937046,23771755048.020382,33968147167.149223,2942913802.3481135,1780966706932.684,14.0,-2879550210.227678,2580611835.775346,2608402107.9847126,-3563424943.9894843,-3563424940.5781474,-3563424942.037308,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424850.8584824,-3563424850.4081635,-3563424862.687054,-2879550210.277738,24130415469.000496,7154729322.57531,10539279015.629528,14487319854.167421,21944994474.040157,22143202162.532925,624846228706.2396,7508025424.742319,5150089740.478618,4903608270.691173,5135914276.179225,311188099.3839137,93.85116666666666,-3563424858.960203,-3563424868.8730702,-3563424864.633946,22863314617.534653,24892153482.812508,24892153489.537506,0.881769258454449,74.0
Djibouti,DJI,-3563424938.7676826,-3563424944.8530993,-3563424937.315599,-3563424889.3489323,210016093.83172545,-3563424883.3739324,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839416851.435924,2955290592.945111,-3563424921.183849,22235640589.10436,22235640591.241104,22235640587.007885,64.18517414749998,6.313143140541668,57.87203100583332,-3563424919.9966826,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,-50047309.6992836,-50047306.993504845,-50047312.3480587,-49994264.007390976,-50019558.59072431,-50022061.46572431,33968147167.149223,2942913802.3481135,1780966706932.684,10.0,-2879550211.2357273,2839415537.9006267,2839415587.908008,-3563424943.760527,-3563424942.597194,-3563424942.858644,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424895.1165333,-3563424872.979862,-3563424891.415697,-2750398410.421551,-2879550210.941134,24130415469.000496,7154729322.57531,4208547666.0355563,4208547665.9522853,34601792442.730736,22143202162.532925,3912946912.5154076,7508025420.50209,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,77.27570833333333,-3563424916.1524835,-3563424899.70451,-3563424903.4001384,22863314617.534653,24892153482.812508,24892153489.537506,0.8019643701580367,75.0
Ghana,GHA,-3563424929.042682,-3563424940.4447656,-3563424916.9947658,-3563424883.198932,-3563424902.6655993,-3563424863.5405993,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839416501.406893,4473783343.137195,-3563424877.1757655,7804479839.497971,7804479840.724045,7804479838.30189,73.95895616166668,5.6636026089166664,68.2953535525,-3563424914.712599,28330757630.719463,32255922497.50681,32255922467.409855,32255922467.58057,5956360417.684665,8100605877.093475,8100605876.155334,5956936296.971255,8100895958.547214,8100885362.505547,33968147167.149223,-2735262304.9766974,6850465542.815928,10.416666666666666,-2879550210.8055134,2839415538.390099,2839415592.523503,-3563424941.2537093,-3563424939.737308,-3563424940.466429,28998845227.22348,28998845227.866085,28998845220.25977,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424928.2798896,-3563424872.024282,-3563424929.786209,-3563424919.51992,-2879550210.673477,21541594447.92435,7154729322.57531,8692065433.644903,8692065433.579422,-624825237.2714773,22143202162.532925,583390618.6685722,7508025424.351674,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,51.67816666666667,-3563424931.3631444,-3563424916.857376,-3563424923.8581243,22863314617.534653,24892153482.812508,24892153489.537506,0.7401000714944607,76.0
Burundi,BDI,-3563424945.340599,-3563424945.3822656,-3563424945.0405993,-3563424939.586432,5999836068.392372,-3563424893.840599,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839415653.836246,2926320401.973444,-3563424879.528307,2402417286.7176228,2402417285.709383,2402417287.721913,94.71712555541666,4.632061309333333,90.08506424874999,-3563424905.103974,15130115633.830826,32255922497.50681,32255922467.409855,32255922467.58057,-1506186361.9339848,-1506186361.5438092,-1506186362.3244035,-3563146207.078099,-3563285933.078099,-3563285219.5364323,33968147167.149223,11524233377.466621,170851691690.6695,687309313.2447337,-2879550211.8005295,2839415542.101833,2839415550.3564916,-3563424945.2429357,-3563424944.3056445,-3563424944.7898636,32215803499.407963,32215803491.262302,32215803487.76337,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424863.7729154,-3563424890.845944,-3563424901.6474156,-2750398410.421551,-2879550212.204781,24130415469.000496,7154729322.57531,7508025420.797694,9669261598.870483,7758524240.492015,22143202162.532925,13381692594.821924,7508025424.836258,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,11.222166666666666,-3563424940.4611135,-3563424925.5420322,-3563424933.267114,22863314617.534653,24892153482.812508,24892153489.537506,0.7367024933379944,77.0
